EID_100001, De Villiers, Fabienne, (024) 777 486 820, fabienne.devilliers@heig-vd.ch, FEMALE, HEG, Professeur
EID_107907, Dupont, Bernard, (024) 777 873 594, bernard.dupont@heig-vd.ch, MALE, TIC, Administratif
EID_107908, De Decker, Dorothé, (024) 777 335 512, dorothe.dedecker@heig-vd.ch, FEMALE, TIC, Etudiant
EID_107909, Jones, Carole, (024) 777 899 671, carole.jones@heig-vd.ch, FEMALE, HEG, Professeur
EID_107910, Smith, Irène, (024) 777 864 118, irene.smith@heig-vd.ch, FEMALE, DEPG, Assistant
EID_107911, Belmondo, Dorothé, (024) 777 632 174, dorothe.belmondo@heig-vd.ch, FEMALE, EC, Etudiant
EID_107912, Marchand, Dorothé, (024) 777 534 272, dorothe.marchand@heig-vd.ch, FEMALE, COMEM, Professeur
EID_107913, De Decker, Julie, (024) 777 207 595, julie.dedecker@heig-vd.ch, FEMALE, COMEM, Assistant
EID_107914, Bauer, Dorothé, (024) 777 784 712, dorothe.bauer@heig-vd.ch, FEMALE, HEG, Administratif
EID_107915, Dupont, Carole, (024) 777 461 529, carole.dupont@heig-vd.ch, FEMALE, COMEM, Administratif
EID_107916, Simpson, Amélie, (024) 777 625 422, amelie.simpson@heig-vd.ch, FEMALE, EC, Administratif
EID_107917, Simpson, Emma, (024) 777 197 445, emma.simpson@heig-vd.ch, FEMALE, HEG, Administratif
EID_107918, Durant, Emil, (024) 777 767 459, emil.durant@heig-vd.ch, MALE, TIN, Assistant
EID_107919, Dupont, Emilie, (024) 777 815 817, emilie.dupont@heig-vd.ch, FEMALE, TIC, Assistant
EID_107920, De Decker, Henriette, (024) 777 241 440, henriette.dedecker@heig-vd.ch, FEMALE, EC, Etudiant
EID_107921, Marchand, Fabien, (024) 777 758 883, fabien.marchand@heig-vd.ch, MALE, EC, Administratif
EID_107922, Durant, Fabrice, (024) 777 452 810, fabrice.durant@heig-vd.ch, MALE, TIC, Assistant
EID_107923, Dupond, Guillaume, (024) 777 438 500, guillaume.dupond@heig-vd.ch, MALE, DEPG, Professeur
EID_107924, De Decker, Edgar, (024) 777 400 503, edgar.dedecker@heig-vd.ch, MALE, DEPG, Professeur
EID_107925, Simpson, Fabien, (024) 777 464 894, fabien.simpson@heig-vd.ch, MALE, TIC, Assistant
EID_107926, Dupond, Julie, (024) 777 424 492, julie.dupond@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_107927, Jones, Carole, (024) 777 438 496, carole.jones@heig-vd.ch, FEMALE, DEPG, Administratif
EID_107928, De Decker, Gilles, (024) 777 736 705, gilles.dedecker@heig-vd.ch, MALE, HEG, Professeur
EID_107929, De Villiers, Amélie, (024) 777 432 322, amelie.devilliers@heig-vd.ch, FEMALE, EC, Assistant
EID_107930, Clément, Georgette, (024) 777 744 254, georgette.clement@heig-vd.ch, FEMALE, COMEM, Professeur
EID_107931, De Decker, Bernadette, (024) 777 259 435, bernadette.dedecker@heig-vd.ch, FEMALE, TIC, Administratif
EID_107932, Durant, Emil, (024) 777 813 267, emil.durant@heig-vd.ch, MALE, COMEM, Administratif
EID_107933, Marchand, Cédric, (024) 777 810 725, cedric.marchand@heig-vd.ch, MALE, TIN, Etudiant
EID_107934, Marchand, Bryan, (024) 777 479 170, bryan.marchand@heig-vd.ch, MALE, TIC, Etudiant
EID_107935, De Decker, Cédric, (024) 777 742 505, cedric.dedecker@heig-vd.ch, MALE, EC, Professeur
EID_107936, Simpson, Luc, (024) 777 472 367, luc.simpson@heig-vd.ch, MALE, EC, Administratif
EID_107937, Delon, Frédéric, (024) 777 863 466, frederic.delon@heig-vd.ch, MALE, COMEM, Assistant
EID_107938, Smith, Jimmy, (024) 777 416 676, jimmy.smith@heig-vd.ch, MALE, DEPG, Etudiant
EID_107939, Bauer, Georgette, (024) 777 408 165, georgette.bauer@heig-vd.ch, FEMALE, TIN, Professeur
EID_107940, Clément, Emilie, (024) 777 867 271, emilie.clement@heig-vd.ch, FEMALE, HEG, Administratif
EID_107941, De Villiers, Charles, (024) 777 707 509, charles.devilliers@heig-vd.ch, MALE, TIC, Assistant
EID_107942, Dupont, Frédéric, (024) 777 390 587, frederic.dupont@heig-vd.ch, MALE, EC, Administratif
EID_107943, Simpson, Charles, (024) 777 849 290, charles.simpson@heig-vd.ch, MALE, TIN, Professeur
EID_107944, Simpson, Faustine, (024) 777 609 361, faustine.simpson@heig-vd.ch, FEMALE, TIC, Assistant
EID_107945, Belmondo, Emilie, (024) 777 807 808, emilie.belmondo@heig-vd.ch, FEMALE, TIC, Etudiant
EID_107946, Durant, Brigitte, (024) 777 751 127, brigitte.durant@heig-vd.ch, FEMALE, HEG, Administratif
EID_107947, Jones, Christine, (024) 777 610 873, christine.jones@heig-vd.ch, FEMALE, HEG, Professeur
EID_107948, Marchand, Luc, (024) 777 265 278, luc.marchand@heig-vd.ch, MALE, DEPG, Administratif
EID_107949, Dupond, Fabien, (024) 777 598 660, fabien.dupond@heig-vd.ch, MALE, EC, Administratif
EID_107950, Bauer, Edgar, (024) 777 506 423, edgar.bauer@heig-vd.ch, MALE, EC, Administratif
EID_107951, De Decker, Emilie, (024) 777 800 845, emilie.dedecker@heig-vd.ch, FEMALE, EC, Etudiant
EID_107952, Marchand, Cédric, (024) 777 629 858, cedric.marchand@heig-vd.ch, MALE, TIC, Etudiant
EID_107953, Belmondo, Brigitte, (024) 777 210 801, brigitte.belmondo@heig-vd.ch, FEMALE, HEG, Assistant
EID_107954, Simpson, Julie, (024) 777 488 653, julie.simpson@heig-vd.ch, FEMALE, EC, Administratif
EID_107955, De Decker, Carole, (024) 777 177 287, carole.dedecker@heig-vd.ch, FEMALE, DEPG, Professeur
EID_107956, Jones, Henri, (024) 777 738 112, henri.jones@heig-vd.ch, MALE, DEPG, Professeur
EID_107957, Delon, Aurore, (024) 777 650 219, aurore.delon@heig-vd.ch, FEMALE, COMEM, Professeur
EID_107958, Belmondo, Bernadette, (024) 777 693 421, bernadette.belmondo@heig-vd.ch, FEMALE, TIN, Assistant
EID_107959, Dupond, Fabrice, (024) 777 211 692, fabrice.dupond@heig-vd.ch, MALE, DEPG, Assistant
EID_107960, Simpson, Anne, (024) 777 285 115, anne.simpson@heig-vd.ch, FEMALE, HEG, Assistant
EID_107961, Dupont, Albert, (024) 777 202 447, albert.dupont@heig-vd.ch, MALE, EC, Administratif
EID_107962, Smith, Bryan, (024) 777 892 388, bryan.smith@heig-vd.ch, MALE, TIC, Professeur
EID_107963, Simpson, Julie, (024) 777 496 778, julie.simpson@heig-vd.ch, FEMALE, EC, Assistant
EID_107964, Bauer, Brigitte, (024) 777 661 580, brigitte.bauer@heig-vd.ch, FEMALE, EC, Administratif
EID_107965, Simpson, Amélie, (024) 777 682 627, amelie.simpson@heig-vd.ch, FEMALE, TIN, Administratif
EID_107966, Durant, Guillaume, (024) 777 134 346, guillaume.durant@heig-vd.ch, MALE, COMEM, Assistant
EID_107967, Dupond, Bernadette, (024) 777 226 133, bernadette.dupond@heig-vd.ch, FEMALE, COMEM, Administratif
EID_107968, Belmondo, Dorothé, (024) 777 827 466, dorothe.belmondo@heig-vd.ch, FEMALE, DEPG, Administratif
EID_107969, Smith, Edgar, (024) 777 177 165, edgar.smith@heig-vd.ch, MALE, TIC, Etudiant
EID_107970, Marchand, Bryan, (024) 777 515 728, bryan.marchand@heig-vd.ch, MALE, DEPG, Etudiant
EID_107971, Clément, Anne, (024) 777 212 117, anne.clement@heig-vd.ch, FEMALE, HEG, Assistant
EID_107972, Delon, Anne, (024) 777 363 443, anne.delon@heig-vd.ch, FEMALE, HEG, Etudiant
EID_107973, Simpson, Marc, (024) 777 517 514, marc.simpson@heig-vd.ch, MALE, COMEM, Etudiant
EID_107974, Belmondo, Irène, (024) 777 797 241, irene.belmondo@heig-vd.ch, FEMALE, HEG, Etudiant
EID_107975, De Villiers, Irène, (024) 777 645 809, irene.devilliers@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_107976, Dupont, Dorothé, (024) 777 193 325, dorothe.dupont@heig-vd.ch, FEMALE, EC, Etudiant
EID_107977, Dupont, Fabrice, (024) 777 466 847, fabrice.dupont@heig-vd.ch, MALE, HEG, Professeur
EID_107978, Belmondo, Emilie, (024) 777 225 883, emilie.belmondo@heig-vd.ch, FEMALE, COMEM, Professeur
EID_107979, De Decker, Edgar, (024) 777 323 460, edgar.dedecker@heig-vd.ch, MALE, DEPG, Professeur
EID_107980, Durant, Luc, (024) 777 528 834, luc.durant@heig-vd.ch, MALE, DEPG, Professeur
EID_107981, Dupont, Aurore, (024) 777 178 501, aurore.dupont@heig-vd.ch, FEMALE, HEG, Professeur
EID_107982, Bauer, Henriette, (024) 777 406 425, henriette.bauer@heig-vd.ch, FEMALE, TIC, Etudiant
EID_107983, Belmondo, Danièle, (024) 777 320 644, daniele.belmondo@heig-vd.ch, FEMALE, DEPG, Administratif
EID_107984, Clément, Georgette, (024) 777 294 101, georgette.clement@heig-vd.ch, FEMALE, HEG, Administratif
EID_107985, Dupond, Julie, (024) 777 168 412, julie.dupond@heig-vd.ch, FEMALE, DEPG, Administratif
EID_107986, Belmondo, Henriette, (024) 777 840 381, henriette.belmondo@heig-vd.ch, FEMALE, TIC, Administratif
EID_107987, Dupond, Edgar, (024) 777 551 111, edgar.dupond@heig-vd.ch, MALE, TIC, Assistant
EID_107988, Delon, Edgar, (024) 777 328 685, edgar.delon@heig-vd.ch, MALE, COMEM, Etudiant
EID_107989, Delon, Jimmy, (024) 777 368 438, jimmy.delon@heig-vd.ch, MALE, TIC, Assistant
EID_107990, De Decker, Julien, (024) 777 182 467, julien.dedecker@heig-vd.ch, MALE, TIN, Etudiant
EID_107991, Simpson, Albert, (024) 777 297 421, albert.simpson@heig-vd.ch, MALE, EC, Assistant
EID_107992, Simpson, Bernard, (024) 777 673 501, bernard.simpson@heig-vd.ch, MALE, COMEM, Professeur
EID_107993, Bauer, Dylan, (024) 777 642 174, dylan.bauer@heig-vd.ch, MALE, TIN, Administratif
EID_107994, Durant, Frédéric, (024) 777 743 620, frederic.durant@heig-vd.ch, MALE, TIN, Assistant
EID_107995, De Decker, Carine, (024) 777 575 827, carine.dedecker@heig-vd.ch, FEMALE, COMEM, Professeur
EID_107996, Dupont, Guillaume, (024) 777 459 575, guillaume.dupont@heig-vd.ch, MALE, HEG, Etudiant
EID_107997, Belmondo, Dorothé, (024) 777 670 470, dorothe.belmondo@heig-vd.ch, FEMALE, HEG, Assistant
EID_107998, De Villiers, Edgar, (024) 777 825 772, edgar.devilliers@heig-vd.ch, MALE, COMEM, Assistant
EID_107999, Dupond, Bryan, (024) 777 593 856, bryan.dupond@heig-vd.ch, MALE, COMEM, Assistant
EID_108000, Simpson, Bryan, (024) 777 286 703, bryan.simpson@heig-vd.ch, MALE, EC, Etudiant
EID_108001, Bauer, Anne, (024) 777 617 119, anne.bauer@heig-vd.ch, FEMALE, EC, Etudiant
EID_108002, Durant, Edgar, (024) 777 235 837, edgar.durant@heig-vd.ch, MALE, TIN, Etudiant
EID_108003, Clément, Marc, (024) 777 722 426, marc.clement@heig-vd.ch, MALE, HEG, Professeur
EID_108004, Simpson, Aurore, (024) 777 520 556, aurore.simpson@heig-vd.ch, FEMALE, TIN, Professeur
EID_108005, Dupond, Frédéric, (024) 777 300 757, frederic.dupond@heig-vd.ch, MALE, TIC, Administratif
EID_108006, Simpson, Amélie, (024) 777 371 200, amelie.simpson@heig-vd.ch, FEMALE, COMEM, Assistant
EID_108007, Delon, Henriette, (024) 777 892 427, henriette.delon@heig-vd.ch, FEMALE, TIC, Professeur
EID_108008, De Villiers, Fabrice, (024) 777 477 893, fabrice.devilliers@heig-vd.ch, MALE, TIN, Administratif
EID_108009, Dupond, Guillaume, (024) 777 246 810, guillaume.dupond@heig-vd.ch, MALE, COMEM, Assistant
EID_108010, Delon, Gilles, (024) 777 372 804, gilles.delon@heig-vd.ch, MALE, TIN, Assistant
EID_108011, Dupond, Didier, (024) 777 887 654, didier.dupond@heig-vd.ch, MALE, TIC, Administratif
EID_108012, Marchand, Albert, (024) 777 330 164, albert.marchand@heig-vd.ch, MALE, DEPG, Etudiant
EID_108013, Delon, Henri, (024) 777 844 445, henri.delon@heig-vd.ch, MALE, HEG, Professeur
EID_108014, Dupond, Jimmy, (024) 777 610 173, jimmy.dupond@heig-vd.ch, MALE, EC, Assistant
EID_108015, Clément, Evelyne, (024) 777 435 417, evelyne.clement@heig-vd.ch, FEMALE, TIC, Administratif
EID_108016, Simpson, Dorothé, (024) 777 885 240, dorothe.simpson@heig-vd.ch, FEMALE, HEG, Administratif
EID_108017, Marchand, Emma, (024) 777 443 233, emma.marchand@heig-vd.ch, FEMALE, COMEM, Assistant
EID_108018, Clément, Anne, (024) 777 271 390, anne.clement@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_108019, Simpson, Carole, (024) 777 675 465, carole.simpson@heig-vd.ch, FEMALE, TIN, Etudiant
EID_108020, Simpson, Gilles, (024) 777 589 185, gilles.simpson@heig-vd.ch, MALE, TIN, Administratif
EID_108021, Jones, Aurore, (024) 777 220 707, aurore.jones@heig-vd.ch, FEMALE, EC, Etudiant
EID_108022, Dupond, Carole, (024) 777 103 289, carole.dupond@heig-vd.ch, FEMALE, EC, Professeur
EID_108023, Belmondo, Carole, (024) 777 608 631, carole.belmondo@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_108024, Delon, Amélie, (024) 777 171 798, amelie.delon@heig-vd.ch, FEMALE, HEG, Etudiant
EID_108025, Jones, Emil, (024) 777 820 483, emil.jones@heig-vd.ch, MALE, DEPG, Assistant
EID_108026, Jones, Georgette, (024) 777 212 740, georgette.jones@heig-vd.ch, FEMALE, DEPG, Assistant
EID_108027, Bauer, Fabienne, (024) 777 740 292, fabienne.bauer@heig-vd.ch, FEMALE, HEG, Etudiant
EID_108028, Simpson, Georgette, (024) 777 108 362, georgette.simpson@heig-vd.ch, FEMALE, DEPG, Professeur
EID_108029, De Villiers, Albert, (024) 777 891 855, albert.devilliers@heig-vd.ch, MALE, COMEM, Administratif
EID_108030, Dupont, Charles, (024) 777 877 286, charles.dupont@heig-vd.ch, MALE, COMEM, Etudiant
EID_108031, Durant, Gilles, (024) 777 290 648, gilles.durant@heig-vd.ch, MALE, TIN, Professeur
EID_108032, Delon, Didier, (024) 777 891 820, didier.delon@heig-vd.ch, MALE, DEPG, Administratif
EID_108033, Jones, Fabienne, (024) 777 589 203, fabienne.jones@heig-vd.ch, FEMALE, COMEM, Administratif
EID_108034, Belmondo, Fabienne, (024) 777 528 780, fabienne.belmondo@heig-vd.ch, FEMALE, EC, Assistant
EID_108035, Dupond, Luc, (024) 777 725 646, luc.dupond@heig-vd.ch, MALE, DEPG, Assistant
EID_108036, Clément, Emma, (024) 777 598 239, emma.clement@heig-vd.ch, FEMALE, TIC, Etudiant
EID_108037, Belmondo, Faustine, (024) 777 375 738, faustine.belmondo@heig-vd.ch, FEMALE, EC, Administratif
EID_108038, Bauer, Evelyne, (024) 777 838 179, evelyne.bauer@heig-vd.ch, FEMALE, EC, Assistant
EID_108039, Simpson, Jimmy, (024) 777 664 864, jimmy.simpson@heig-vd.ch, MALE, HEG, Professeur
EID_108040, Belmondo, Luc, (024) 777 415 372, luc.belmondo@heig-vd.ch, MALE, HEG, Assistant
EID_108041, Dupond, Aurore, (024) 777 537 897, aurore.dupond@heig-vd.ch, FEMALE, TIN, Administratif
EID_108042, De Decker, Charles, (024) 777 817 602, charles.dedecker@heig-vd.ch, MALE, TIN, Etudiant
EID_108043, Belmondo, Lucien, (024) 777 559 217, lucien.belmondo@heig-vd.ch, MALE, TIN, Administratif
EID_108044, Durant, Fabien, (024) 777 643 110, fabien.durant@heig-vd.ch, MALE, TIN, Professeur
EID_108045, Marchand, Bernard, (024) 777 272 436, bernard.marchand@heig-vd.ch, MALE, TIN, Administratif
EID_108046, Dupond, Georgette, (024) 777 174 220, georgette.dupond@heig-vd.ch, FEMALE, HEG, Assistant
EID_108047, De Villiers, Amélie, (024) 777 361 191, amelie.devilliers@heig-vd.ch, FEMALE, TIN, Etudiant
EID_108048, Dupont, Frédéric, (024) 777 401 716, frederic.dupont@heig-vd.ch, MALE, DEPG, Professeur
EID_108049, Clément, Carole, (024) 777 414 202, carole.clement@heig-vd.ch, FEMALE, TIC, Administratif
EID_108050, Dupont, Aurore, (024) 777 249 250, aurore.dupont@heig-vd.ch, FEMALE, DEPG, Assistant
EID_108051, Bauer, Danièle, (024) 777 121 430, daniele.bauer@heig-vd.ch, FEMALE, TIN, Administratif
EID_108052, Marchand, Edgar, (024) 777 662 866, edgar.marchand@heig-vd.ch, MALE, COMEM, Assistant
EID_108053, Belmondo, Cédric, (024) 777 654 449, cedric.belmondo@heig-vd.ch, MALE, TIN, Assistant
EID_108054, Jones, Emilie, (024) 777 607 106, emilie.jones@heig-vd.ch, FEMALE, DEPG, Professeur
EID_108055, Dupont, Dylan, (024) 777 428 259, dylan.dupont@heig-vd.ch, MALE, DEPG, Etudiant
EID_108056, Dupont, Gilles, (024) 777 341 769, gilles.dupont@heig-vd.ch, MALE, COMEM, Assistant
EID_108057, De Decker, Danièle, (024) 777 686 654, daniele.dedecker@heig-vd.ch, FEMALE, TIC, Professeur
EID_108058, De Decker, Faustine, (024) 777 723 260, faustine.dedecker@heig-vd.ch, FEMALE, TIC, Assistant
EID_108059, De Villiers, Evelyne, (024) 777 440 419, evelyne.devilliers@heig-vd.ch, FEMALE, HEG, Professeur
EID_108060, De Decker, Danièle, (024) 777 859 130, daniele.dedecker@heig-vd.ch, FEMALE, HEG, Assistant
EID_108061, Jones, Fabienne, (024) 777 449 211, fabienne.jones@heig-vd.ch, FEMALE, COMEM, Administratif
EID_108062, Dupond, Marc, (024) 777 546 267, marc.dupond@heig-vd.ch, MALE, TIC, Etudiant
EID_108063, Dupond, Carine, (024) 777 414 599, carine.dupond@heig-vd.ch, FEMALE, COMEM, Assistant
EID_108064, Belmondo, Fabien, (024) 777 881 506, fabien.belmondo@heig-vd.ch, MALE, TIC, Professeur
EID_108065, Bauer, Anne, (024) 777 154 241, anne.bauer@heig-vd.ch, FEMALE, COMEM, Assistant
EID_108066, Durant, Guillaume, (024) 777 432 858, guillaume.durant@heig-vd.ch, MALE, TIN, Administratif
EID_108067, Durant, Faustine, (024) 777 222 176, faustine.durant@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_108068, Marchand, Luc, (024) 777 787 651, luc.marchand@heig-vd.ch, MALE, TIN, Etudiant
EID_108069, Simpson, Edgar, (024) 777 650 111, edgar.simpson@heig-vd.ch, MALE, COMEM, Professeur
EID_108070, Belmondo, Jimmy, (024) 777 605 274, jimmy.belmondo@heig-vd.ch, MALE, TIN, Etudiant
EID_108071, Dupond, Didier, (024) 777 633 651, didier.dupond@heig-vd.ch, MALE, COMEM, Administratif
EID_108072, Jones, Irène, (024) 777 424 591, irene.jones@heig-vd.ch, FEMALE, HEG, Administratif
EID_108073, Marchand, Gilles, (024) 777 412 859, gilles.marchand@heig-vd.ch, MALE, DEPG, Assistant
EID_108074, Simpson, Emilie, (024) 777 803 186, emilie.simpson@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_108075, Delon, Jimmy, (024) 777 885 233, jimmy.delon@heig-vd.ch, MALE, COMEM, Professeur
EID_108076, Delon, Carole, (024) 777 527 747, carole.delon@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_108077, Durant, Gontran, (024) 777 187 458, gontran.durant@heig-vd.ch, MALE, EC, Etudiant
EID_108078, Marchand, Dylan, (024) 777 549 804, dylan.marchand@heig-vd.ch, MALE, DEPG, Assistant
EID_108079, De Villiers, Julie, (024) 777 315 659, julie.devilliers@heig-vd.ch, FEMALE, COMEM, Assistant
EID_108080, Clément, Dorothé, (024) 777 732 535, dorothe.clement@heig-vd.ch, FEMALE, EC, Etudiant
EID_108081, Durant, Henri, (024) 777 247 577, henri.durant@heig-vd.ch, MALE, TIN, Professeur
EID_108082, Dupond, Danièle, (024) 777 360 861, daniele.dupond@heig-vd.ch, FEMALE, TIC, Etudiant
EID_108083, Dupont, Julien, (024) 777 691 842, julien.dupont@heig-vd.ch, MALE, TIC, Assistant
EID_108084, Marchand, Fabienne, (024) 777 486 793, fabienne.marchand@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_108085, Simpson, Lucien, (024) 777 895 581, lucien.simpson@heig-vd.ch, MALE, HEG, Assistant
EID_108086, Jones, Albert, (024) 777 120 585, albert.jones@heig-vd.ch, MALE, HEG, Etudiant
EID_108087, Bauer, Albert, (024) 777 714 126, albert.bauer@heig-vd.ch, MALE, COMEM, Etudiant
EID_108088, Delon, Edgar, (024) 777 634 249, edgar.delon@heig-vd.ch, MALE, COMEM, Etudiant
EID_108089, Belmondo, Guillaume, (024) 777 129 624, guillaume.belmondo@heig-vd.ch, MALE, TIC, Etudiant
EID_108090, Simpson, Danièle, (024) 777 478 816, daniele.simpson@heig-vd.ch, FEMALE, TIC, Assistant
EID_108091, De Decker, Cédric, (024) 777 353 606, cedric.dedecker@heig-vd.ch, MALE, TIN, Etudiant
EID_108092, Bauer, Bernadette, (024) 777 236 714, bernadette.bauer@heig-vd.ch, FEMALE, HEG, Assistant
EID_108093, De Villiers, Evelyne, (024) 777 614 674, evelyne.devilliers@heig-vd.ch, FEMALE, HEG, Assistant
EID_108094, Jones, Charles, (024) 777 403 766, charles.jones@heig-vd.ch, MALE, EC, Administratif
EID_108095, Dupont, Gilles, (024) 777 864 664, gilles.dupont@heig-vd.ch, MALE, HEG, Assistant
EID_108096, Dupont, Danièle, (024) 777 340 486, daniele.dupont@heig-vd.ch, FEMALE, TIC, Assistant
EID_108097, Dupond, Edgar, (024) 777 329 604, edgar.dupond@heig-vd.ch, MALE, HEG, Etudiant
EID_108098, Smith, Julien, (024) 777 182 559, julien.smith@heig-vd.ch, MALE, TIN, Etudiant
EID_108099, Bauer, Albert, (024) 777 306 327, albert.bauer@heig-vd.ch, MALE, TIC, Professeur
EID_108100, De Villiers, Emilie, (024) 777 193 494, emilie.devilliers@heig-vd.ch, FEMALE, TIC, Administratif
EID_108101, Belmondo, Carole, (024) 777 852 411, carole.belmondo@heig-vd.ch, FEMALE, DEPG, Administratif
EID_108102, Dupont, Emilie, (024) 777 204 543, emilie.dupont@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_108103, De Decker, Emma, (024) 777 261 317, emma.dedecker@heig-vd.ch, FEMALE, TIC, Etudiant
EID_108104, Dupond, Bernard, (024) 777 689 251, bernard.dupond@heig-vd.ch, MALE, TIC, Assistant
EID_108105, Marchand, Didier, (024) 777 391 454, didier.marchand@heig-vd.ch, MALE, HEG, Etudiant
EID_108106, Delon, Evelyne, (024) 777 557 775, evelyne.delon@heig-vd.ch, FEMALE, DEPG, Assistant
EID_108107, Jones, Fabrice, (024) 777 427 416, fabrice.jones@heig-vd.ch, MALE, TIN, Etudiant
EID_108108, Bauer, Henriette, (024) 777 551 664, henriette.bauer@heig-vd.ch, FEMALE, HEG, Assistant
EID_108109, Simpson, Edgar, (024) 777 451 519, edgar.simpson@heig-vd.ch, MALE, TIC, Assistant
EID_108110, Smith, Gontran, (024) 777 478 875, gontran.smith@heig-vd.ch, MALE, HEG, Assistant
EID_108111, Durant, Carole, (024) 777 562 218, carole.durant@heig-vd.ch, FEMALE, COMEM, Professeur
EID_108112, De Decker, Cédric, (024) 777 221 669, cedric.dedecker@heig-vd.ch, MALE, HEG, Professeur
EID_108113, Smith, Julie, (024) 777 692 643, julie.smith@heig-vd.ch, FEMALE, TIC, Administratif
EID_108114, Simpson, Albert, (024) 777 321 411, albert.simpson@heig-vd.ch, MALE, TIN, Assistant
EID_108115, Durant, Julien, (024) 777 384 452, julien.durant@heig-vd.ch, MALE, EC, Etudiant
EID_108116, Dupond, Emilie, (024) 777 873 765, emilie.dupond@heig-vd.ch, FEMALE, EC, Etudiant
EID_108117, Marchand, Danièle, (024) 777 480 139, daniele.marchand@heig-vd.ch, FEMALE, TIN, Professeur
